activity_type,pressure_cat,biotic_group,service_division,service_section,n_services,RCSES
Agriculture & Forestry,Biological disturbance,Birds,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,2.0116637824913593e-8
Agriculture & Forestry,Biological disturbance,Birds,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,1.047160850811888e-4
Agriculture & Forestry,"Chemical changes, chemicals and other pollutants",Birds,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,2.2698905799003357e-7
Agriculture & Forestry,"Chemical changes, chemicals and other pollutants",Birds,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,0.0011815794326995273
Agriculture & Forestry,Physical change,Birds,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,6.372190954353617e-9
Agriculture & Forestry,Physical change,Birds,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,3.317010009014969e-5
Agriculture & Forestry,Biological disturbance,Bacteria,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,5.473265691434718e-8
Agriculture & Forestry,"Chemical changes, chemicals and other pollutants",Bacteria,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,2.821383125827931e-6
Agriculture & Forestry,Physical change,Bacteria,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,1.6486020446026434e-7
Agriculture & Forestry,Biological disturbance,Bacteria,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,5.127751382457807e-5
Agriculture & Forestry,Biological disturbance,Bacteria,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,5.166637758674787e-5
Agriculture & Forestry,"Chemical changes, chemicals and other pollutants",Bacteria,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,0.0026432758867430293
Agriculture & Forestry,"Chemical changes, chemicals and other pollutants",Bacteria,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,0.0026633212073739784
Agriculture & Forestry,Physical change,Bacteria,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,1.544529699437633e-4
Agriculture & Forestry,Physical change,Bacteria,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,1.5562426625848129e-4
Agriculture & Forestry,Biological disturbance,Bacteria,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,2.7280283178636316e-7
Agriculture & Forestry,Biological disturbance,Bacteria,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,8.270501041082137e-6
Agriculture & Forestry,"Chemical changes, chemicals and other pollutants",Bacteria,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,1.4062560629655133e-5
Agriculture & Forestry,"Chemical changes, chemicals and other pollutants",Bacteria,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,4.26331433461525e-4
Agriculture & Forestry,Physical change,Bacteria,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,8.217092529606346e-7
Agriculture & Forestry,Physical change,Bacteria,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,2.491157143632506e-5
Aquaculture,Biological disturbance,Zooplankton,Biomass,Provisioning,18,7.053825264879324e-8
Aquaculture,Biological disturbance,Zooplankton,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,3.848969422894082e-6
Aquaculture,"Chemical changes, chemicals and other pollutants",Zooplankton,Biomass,Provisioning,18,1.546127892769073e-7
Aquaculture,"Chemical changes, chemicals and other pollutants",Zooplankton,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,8.436555712234008e-6
Aquaculture,Physical change,Zooplankton,Biomass,Provisioning,18,7.937331134360932e-7
Aquaculture,Physical change,Zooplankton,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,4.331060621482957e-5
Aquaculture,Biological disturbance,Zooplankton,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,8.429888456922361e-6
Aquaculture,Biological disturbance,Zooplankton,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,2.816170827358664e-6
Aquaculture,"Chemical changes, chemicals and other pollutants",Zooplankton,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,1.8477471707548286e-5
Aquaculture,"Chemical changes, chemicals and other pollutants",Zooplankton,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,6.172764568837498e-6
Aquaculture,Physical change,Zooplankton,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,9.485749022089562e-5
Aquaculture,Physical change,Zooplankton,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,3.168901914676975e-5
Aquaculture,Biological disturbance,Zooplankton,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,6.3123678564550415e-6
Aquaculture,Biological disturbance,Zooplankton,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,2.984148005916463e-5
Aquaculture,"Chemical changes, chemicals and other pollutants",Zooplankton,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,1.383607850463394e-5
Aquaculture,"Chemical changes, chemicals and other pollutants",Zooplankton,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,6.540953730553722e-5
Aquaculture,Physical change,Zooplankton,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,7.103004687122335e-5
Aquaculture,Physical change,Zooplankton,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,3.357918574313742e-4
Aquaculture,Biological disturbance,Phytoplankton,Biomass,Provisioning,18,1.593667364467124e-5
Aquaculture,Biological disturbance,Phytoplankton,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,9.208631436841028e-5
Aquaculture,"Chemical changes, chemicals and other pollutants",Phytoplankton,Biomass,Provisioning,18,3.493159344712731e-5
Aquaculture,"Chemical changes, chemicals and other pollutants",Phytoplankton,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,2.0184398371219983e-4
Aquaculture,Physical change,Phytoplankton,Biomass,Provisioning,18,1.7932774225044883e-4
Aquaculture,Physical change,Phytoplankton,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,0.0010362031134002522
Aquaculture,Biological disturbance,Phytoplankton,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,1.5471864998342993e-4
Aquaculture,Biological disturbance,Phytoplankton,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,3.808951527393112e-5
Aquaculture,"Chemical changes, chemicals and other pollutants",Phytoplankton,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,3.3912779419416014e-4
Aquaculture,"Chemical changes, chemicals and other pollutants",Phytoplankton,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,8.348840490888746e-5
Aquaculture,Physical change,Phytoplankton,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,0.001740974735643355
Aquaculture,Physical change,Phytoplankton,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,4.2860304036984386e-4
Aquaculture,Biological disturbance,Phytoplankton,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,2.4981671193593583e-6
Aquaculture,Biological disturbance,Phytoplankton,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,1.5569467856955457e-5
Aquaculture,"Chemical changes, chemicals and other pollutants",Phytoplankton,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,5.475732271497015e-6
Aquaculture,"Chemical changes, chemicals and other pollutants",Phytoplankton,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,3.4126715115932465e-5
Aquaculture,Physical change,Phytoplankton,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,2.8110675995979642e-5
Aquaculture,Physical change,Phytoplankton,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,1.7519575170332568e-4
Aquaculture,Biological disturbance,Microphytobenthos,Biomass,Provisioning,18,7.357187130997203e-7
Aquaculture,Biological disturbance,Microphytobenthos,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,4.2511772664602825e-5
Aquaculture,"Chemical changes, chemicals and other pollutants",Microphytobenthos,Biomass,Provisioning,18,1.6326748993492837e-6
